Code,Nom,S3REnR,Taux d'affection des capacités réservées,X,Y,Puissance des projets en service du S3REnR en cours,Puissance des projets en développement du S3REnR en cours,Capacité d'accueil réservée au titre du S3REnR qui resteàaffecter,Puissance EnR déjé raccordée,Puissance des projets EnR en développement,Capacité réservée aux EnR au titre du S3REnR,Attention: la valeur de la capacité réservée a été modifiée sur ce poste,Quote-Part unitaire actualisée,Attention : Le S3REnR de la région est saturé,dont la convention de raccordement est signée,"Capacité d'accueil réservée au titre du S3REnR, disponible vue du réseau public de transport ","Travaux RTE indiqués dans le schéma ou dans son état initial, permettant d'augmenter la capacité réservée disponible",RTE - Capacité d'accueil en HTB2,RTE - Capacité d'accueil en HTB1,"Capacité d'accueil réservée au titre du S3REnR, restante sans travaux sur le poste source",Puissance cumulée des transformateurs existants,Nombre de transformateurs supplémentaires possible,Nombre de transformateurs existants,Consommation minimale,Tension aval,Tension amont,"Travaux GRD indiqués dans le schéma ou dans son état initial, permettant d'augmenter la capacité réservée disponible",Puissance en file d'attente,Puissance en file d'attente hors S3REnR majorée de la capacité réservée du S3REnR,Capacité de transformation HTB/HTA restante disponible pour l'injection sur le réseau public de distribution,"Travaux indiqués dans le schéma ou dans son état initial, permettant d'augmenter la capacité réservée disponible","Capacité d'accueil réservée au titre du S3REnR, disponible vue du réseau public de distribution en HTB",GRDHTB - Capacité d'accueil en HTB2,GRDHTB - Capacité d'accueil en HTB1,ratio_congestion_sous_tirage,RAM_sous_tirage,projet_injection,ratio_congestion_injection,RAM_injection,min_RAM,geo_point_2d,lat,lon
DALST,DALSTEIN,GRAND-EST,78%,947222.8,6917250.5,0.2,1.2,1.1,2.4,2.6,2.5,Non,81.82 k€/MW,Non,0.0,1.7,.,0.0, de 0.0MW é 15.0MW,1.0,40.0,,2.0,3.8,21.0,62.0,,2.6,3.9,38.7,,,,,47,21.200000000000003,8.9,22,30.186000000000003,21.200000000000003,"49.30701375986949, 6.399696034363999",49.30701375986949,6.399696034363999
DAMVI,DAMVILLE,HAUTE-NORMANDIE,97%,558845.2,6863891.5,9.9,0.5,2.6,2.3,0.5,13.0,,12.40 k€/MW,,0.0,2.8,,0.0, <= 0.0MW,10.6,72.0,,2.0,4.2,15.0,90.0,,0.5,21.0,73.4,,,,,29,51.12,23.8,32,49.912,49.912,"48.85958707949867, 1.076717032528051",48.85958707949867,1.076717032528051
DANCE,LA DANCE,BOURGOGNE-FRANCHE-COMTé,61%,928668.5,6736715.0,0.7,9.4,22.7,1.6,9.4,32.8,Transfert de capacité(s) : Notifié le 06/12/2024 de +30.8 MW,72.71 k€/MW,,0.0,0.0,,0.0, <= 0.0MW,16.8,40.0,,2.0,4.0,21.0,63.0,,9.4,27.0,32.9,,,,,50,20.0,38.0,100,0.0,0.0,"47.69189478628293, 6.048523158885028",47.69189478628293,6.048523158885028
DANT5,DANTON,ILE DE FRANCE,70%,644105.7,6866347.5,0.1,0.0,0.2,0.1,0.0,0.3,,1.83 k€/MW,,0.0,0.2,,0.0, > 15.0MW,0.2,220.0,,7.0,16.4,10.0,63.0,,0.0,0.3,236.4,,,,,37,138.6,0.4,0,236.4,138.6,"48.89536374514028, 2.237227209497253",48.89536374514028,2.237227209497253
DARDI,DARDILLY,AUVERGNE-RHONE-ALPES,41%,836831.5,6524506.0,0.9,0.5,8.3,3.4,0.5,9.7,--,41.11 k€/MW,,0.0,9.7,Sans Objet,0.0, > 15.0MW,8.4,108.0,,3.0,10.7,21.0,63.0,,0.5,9.7,114.9,,,,,49,55.08,13.6,11,102.261,55.08,"45.80659380871201, 4.761706877595851",45.80659380871201,4.761706877595851
DARNE,DARNEY,GRAND-EST,78%,926656.2,6782095.5,1.4,5.1,1.4,4.8,5.6,7.9,18/11/2024 : -39.09 MW,81.82 k€/MW,Non,0.0,42.0,Schéma GE: renforcement des liaisonsà63 kV Bains les Bains - Darney et Darney - Vittel,0.0, > 15.0MW,8.5,40.0,,2.0,3.0,21.0,62.0,Mutation de 2 transformateur de 20 en 36 MVA,5.6,47.4,32.7,,,,,37,25.2,57.8,100,0.0,0.0,"48.09986294270157, 6.045946616477892",48.09986294270157,6.045946616477892
DARSE,DARSE,PROVENCE-ALPES-COTE-D'AZUR,17%,849678.6,6260586.0,0.0,0.2,27.8,20.5,9.1,28.0,Transfert vers Feuillane (- 80 MW),76.07 k€/MW,,0.0,107.8,,0.0, <= 0.0MW,27.8,56.0,,2.0,2.8,21.0,63.0,Création d'un poste source 80 MVA + Mutation d'un transformateur de 20 en 36 MVA,9.1,36.9,49.7,,,,,25,42.0,66.5,100,0.0,0.0,"43.42834689921048, 4.8474779781148465",43.42834689921048,4.8474779781148465
DECIN,DECINES,AUVERGNE-RHONE-ALPES,41%,850470.7,6518680.5,0.3,0.5,6.0,1.7,0.5,6.8,--,41.11 k€/MW,,0.0,6.8,Sans Objet,0.0, <= 0.0MW,5.9,70.0,,1.0,9.4,21.0,227.0,,0.5,6.8,77.0,,,,,67,23.1,9.0,11,68.53,23.1,"45.75106112934427, 4.935673017589336",45.75106112934427,4.935673017589336
DEGA5,DEGAGNAC,OCCITANIE,35%,568340.3,6396440.0,0.1,2.1,7.8,1.4,7.9,10.0,09/2023: -20MW vers VERLHAGUET-7/2024:-5MW vers FEROUGE- 12/24: +5MW de Seysses,81.6 k€/MW,,0.0,20.0,Travaux de réhabilitation de la ligne 63 kV MARTILOQUE-MEYMES (Etat initial),0.0, <= 0.0MW,2.8,20.0,,1.0,0.9,21.0,63.0,Mutation d'un transformateur de 20 en 36 MVA,7.9,14.8,11.7,,,,,22,15.6,24.1,100,0.0,0.0,"44.65220988544624, 1.3527845576170783",44.65220988544624,1.3527845576170783
DELLE,DELLE,BOURGOGNE-FRANCHE-COMTé,61%,1000451.94,6718827.5,1.2,2.3,0.0,4.6,2.6,3.0,-,72.71 k€/MW,,0.0,0.0,,0.0, > 15.0MW,0.0,72.0,,2.0,6.0,21.0,63.0,,2.6,3.7,70.9,,,,,41,42.48,10.9,15,60.265,42.48,"47.50146104671494, 6.992929027818698",47.50146104671494,6.992929027818698
DENAI,DENAIN,HAUTS-DE-FRANCE,54%,729000.75,7026101.5,0.0,4.9,33.7,1.6,23.9,38.6,!,75.29 k€/MW,0.0,0.0,0.0,Raccordement d'un transformateur 63/20kV au poste exsitant de Denain.,, <= 0.0MW,0.0,112.0,,4.0,7.8,10.0,63.0,,23.9,57.7,94.2,,,,,34,73.91999999999999,83.2,88,11.304,11.304,"50.33226825766852, 3.4074550390217504",50.33226825766852,3.4074550390217504
DEOLS,DEOLS,CENTRE,91%,603636.25,6636758.0,0.3,41.6,0.1,1.5,42.0,42.0,2024-02-22 : +3 MW depuis MADRON (LE) | 2024-06-01 : +13 MW depuis TERTRE | 2024-06-01 : +6 MW depuis VILLEMENT,62.75 k€/MW,,0.0,19.0,!,, > 15.0MW,0.0,72.0,,2.0,5.0,21.0,89.0,,42.0,52.9,33.6,,,,,34,47.52,96.4,100,0.0,0.0,"46.82363893610366, 1.7353112259822046",46.82363893610366,1.7353112259822046
DERVA,DERVAL,PAYS-DE-LA-LOIRE,24%,349629.9,6738260.0,0.1,6.5,1.4,9.2,23.2,8.0,2024-09-09 : +1 MW depuis FREIGNE | 2024-09-09 : +1 MW depuis FREIGNE,45.09 k€/MW,,0.0,0.0,Renforcement liaison 90 kV LAVAL-ZASTILLE. Renforcement liaison 90 kV CRAON-ZASTILLE. LS 90 kV DERVAL-ISSE. Création poste NORD-LOIRE-ATLANTIQUE 225/90/20 kV. Renforcement liaison 90 kV PLESSIS-MACE - SEGRE,, > 15.0MW,0.0,108.0,,3.0,4.7,21.0,90.0,Création de deux transformateurs 36 MVA,23.2,24.7,80.3,,,,,21,85.32000000000001,57.099999999999994,71,23.287000000000003,23.287000000000003,"47.65145274695747, -1.6699491166191167",47.65145274695747,-1.6699491166191167
DESVR,DESVRES,HAUTS-DE-FRANCE,54%,617355.7,7063444.0,0.0,0.3,16.6,2.0,4.6,16.9,!,75.29 k€/MW,0.0,0.0,0.0,,, > 15.0MW,4.6,50.0,,2.0,5.7,15.0,90.0,Renforcement d'un transformateur de 20 en 36 MVA,4.6,21.2,49.1,,,,,56,21.999999999999996,27.799999999999997,56,21.604,21.604,"50.662214539641916, 1.8335597431315322",50.662214539641916,1.8335597431315322
DIEP5,DIEPPEDALLE,HAUTE-NORMANDIE,97%,556061.3,6926314.5,0.9,0.8,0.0,1.2,0.8,1.0,,12.40 k€/MW,,0.0,0.4,,0.0, > 15.0MW,0.0,112.0,,4.0,6.6,15.0,90.0,,0.8,2.0,116.6,,,,,29,79.52,4.0,3,113.102,79.52,"49.419902858920075, 1.016563938885213",49.419902858920075,1.016563938885213
DIEPP,DIEPPE,HAUTE-NORMANDIE,97%,563430.56,6981210.5,0.8,0.4,12.8,1.6,0.8,14.0,,12.40 k€/MW,,0.0,13.7,,0.0, > 15.0MW,2.8,108.0,,3.0,16.9,21.0,89.0,,0.8,11.7,122.5,,,,,78,23.76,14.1,11,109.025,23.76,"49.9143922004744, 1.1004210042833078",49.9143922004744,1.1004210042833078
DIEUL,DIEULEFIT,AUVERGNE-RHONE-ALPES,41%,863323.0,6382291.0,1.7,3.7,33.5,8.3,3.9,38.9,Transfert de -6MW le 05/05/2023,41.11 k€/MW,,0.0,2.3,Ajout d'une DJ HTB au poste de Dieulefit. Création d'un poste 400/225kVàLogisneuf,0.0, <= 0.0MW,0.0,40.0,,2.0,3.1,21.0,63.0,Mutation d'un transformateur de 20 en 36éMVA,3.9,39.2,30.9,,,,,38,24.8,51.400000000000006,100,0.0,0.0,"44.520771110664654, 5.055177592732855",44.520771110664654,5.055177592732855
DIEUZ,DIEUZE,GRAND-EST,78%,971851.3,6863936.5,1.0,1.7,2.5,4.7,6.2,5.2,28/12/2023 : +0.1 MW.. 18/11/2024 : +2.63 MW,81.82 k€/MW,Non,0.0,0.1,.,0.0, de 0.0MW é 15.0MW,0.0,40.0,,2.0,2.9,21.0,63.0,,6.2,7.3,32.0,,,,,36,25.6,18.2,56,14.079999999999998,14.079999999999998,"48.81816600644122, 6.7036083762748255",48.81816600644122,6.7036083762748255
DIGNE,DIGNE,PROVENCE-ALPES-COTE-D'AZUR,17%,958523.2,6337862.5,1.0,4.7,18.3,5.3,4.8,24.0,_,76.07 k€/MW,,0.0,0.0,travaux poste de Champagnier,, <= 0.0MW,18.3,72.0,,2.0,5.9,21.0,63.0,,4.8,24.1,67.7,,,,,40,43.2,34.2,50,33.85,33.85,"44.09227401049803, 6.229165252872418",44.09227401049803,6.229165252872418
DIGOI,DIGOIN,BOURGOGNE-FRANCHE-COMTé,61%,776983.5,6599348.0,1.2,8.5,0.3,6.6,9.2,10.0,-,72.71 k€/MW,,0.0,0.0,,0.0, <= 0.0MW,0.3,40.0,,2.0,3.5,21.0,63.0,,9.2,10.7,27.8,,,,,43,22.800000000000004,26.5,95,1.3900000000000012,1.3900000000000012,"46.48991267432602, 4.003808573426087",46.48991267432602,4.003808573426087
DINAN,DINAN,BRETAGNE,96%,325521.3,6828026.5,0.9,15.7,0.0,2.7,16.3,1.0,,19.94 k€/MW,,0.0,0.7,,, > 15.0MW,0.3,72.0,,2.0,8.8,21.0,62.0,,17.5,18.7,60.6,,,,,61,28.08,37.7,62,23.028,23.028,"48.444330542273775, -2.067290836595537",48.444330542273775,-2.067290836595537
DINAR,DINARD,BRETAGNE,96%,327362.28,6847009.0,0.6,0.2,0.2,2.0,0.3,1.0,,19.94 k€/MW,,0.0,0.6,,, > 15.0MW,0.1,72.0,,2.0,9.2,16.0,62.0,,1.6,3.3,77.6,,,,,63,26.64,5.6,7,72.16799999999999,26.64,"48.61581813408132, -2.058662024999357",48.61581813408132,-2.058662024999357
DIVES,DIVES,BASSE-NORMANDIE,83%,473764.9,6913917.5,0.6,0.0,0.0,1.4,1.5,0.5,,11.94 k€/MW,,0.0,0.5,,0.0, > 15.0MW,0.0,72.0,,2.0,8.6,21.0,89.0,,2.7,3.2,76.4,,,,,59,29.520000000000003,6.1,7,71.052,29.520000000000003,"49.28491705506663, -0.10985266893640487",49.28491705506663,-0.10985266893640487
DOGNE,DOGNEVILLE,GRAND-EST,78%,956385.25,6796396.5,0.7,2.9,0.0,4.1,3.5,3.4,18/11/2024 : -18.59 MW,81.82 k€/MW,Non,0.0,20.4,.,0.0, > 15.0MW,18.4,102.0,,3.0,11.6,21.0,63.0,,5.9,25.0,103.6,,,,,56,44.879999999999995,32.6,31,71.484,44.879999999999995,"48.21758575457904, 6.453073269268823",48.21758575457904,6.453073269268823
DOMEN,DOMENE,AUVERGNE-RHONE-ALPES,41%,922006.3,6459803.5,1.3,0.4,9.6,5.7,0.5,11.3,--,41.11 k€/MW,,0.0,10.6,Sans Objet,0.0, > 15.0MW,9.6,72.0,,2.0,7.5,21.0,63.0,,0.5,11.4,73.3,,,,,52,34.56,17.6,24,55.708,34.56,"45.20180555968178, 5.828033552606873",45.20180555968178,5.828033552606873
DOMFR,DOMFRONT,BASSE-NORMANDIE,83%,432615.3,6838742.5,2.9,0.3,0.0,6.3,3.3,3.0,,11.94 k€/MW,,0.0,0.0,,0.0, > 15.0MW,0.0,60.0,,2.0,4.6,16.0,90.0,,5.8,8.3,52.6,,,,,38,37.2,17.9,34,34.715999999999994,34.715999999999994,"48.59376461515803, -0.6267744790228912",48.59376461515803,-0.6267744790228912
DOMPI,DOMPIERRE,AUVERGNE-RHONE-ALPES,41%,753040.6,6602029.0,3.4,24.2,0.0,13.0,24.8,27.6,Transfert de -15MW le 07/04/2022,41.11 k€/MW,,0.0,3.5,Création du poste 400/225/63kV de Centre Allier,0.0, <= 0.0MW,0.0,40.0,,2.0,3.1,21.0,63.0,Mutation de deux transformateurs de 20 en 36éMVA,24.8,28.2,5.3,,,,,38,24.8,66.0,100,0.0,0.0,"46.516393790530756, 3.692240289312289",46.516393790530756,3.692240289312289
DONGE,DONGES (E.D.F. ET ELF FRANCE),PAYS-DE-LA-LOIRE,24%,317058.25,6702657.0,0.3,2.1,20.6,2.1,10.6,23.0,!,45.09 k€/MW,,0.0,23.0,,, > 15.0MW,20.6,72.0,,2.0,8.3,21.0,62.0,,10.6,31.5,67.6,,,,,57,30.960000000000004,44.2,65,23.659999999999997,23.659999999999997,"47.313570485567546, -2.072558881077596",47.313570485567546,-2.072558881077596
DONJO,LE DONJON,AUVERGNE-RHONE-ALPES,41%,761381.06,6585047.5,1.7,24.9,8.6,10.7,25.2,35.2,Transfert de -5MW le 07/04/2022,41.11 k€/MW,,0.0,0.0,Augmentation de transit de la liaison 63kV DONJON DOMPIERRE. Création du poste 400/225/63kV de Centre Allier,0.0, <= 0.0MW,0.0,36.0,,1.0,1.4,21.0,63.0,Ajout de 2 transformateurs de 20 et 36 MVA,25.2,35.5,1.4,,,,,19,29.160000000000004,71.4,100,0.0,0.0,"46.362419110960246, 3.7982619462052045",46.362419110960246,3.7982619462052045
DORMA,DORMANS,GRAND-EST,78%,745097.3,6885078.5,0.4,16.0,0.0,1.5,20.3,1.9,28/12/2023 : -2 MW.. 18/11/2024 : +1.42 MW,81.82 k€/MW,Non,0.0,0.1,.,0.0, <= 0.0MW,0.0,40.0,,2.0,2.0,21.0,63.0,,20.3,20.8,20.2,,,,,25,30.0,42.6,100,0.0,0.0,"49.06407417673061, 3.6169638196635088",49.06407417673061,3.6169638196635088
DORNA,DORNACH,GRAND-EST,78%,1022060.0,6747469.0,0.2,0.4,1.0,1.2,0.4,1.6,18/11/2024 : -0.85 MW,81.82 k€/MW,Non,0.0,1.9,.,0.0, > 15.0MW,1.9,36.0,,1.0,4.9,21.0,63.0,,0.4,2.5,39.2,,,,,68,11.519999999999998,4.1,10,35.28,11.519999999999998,"47.74866892370462, 7.300176396047167",47.74866892370462,7.300176396047167
DOUAI,DOUAIRES,BRETAGNE,96%,373541.25,6779931.0,4.5,2.2,0.0,7.1,7.1,0.0,"Transfert +1 MW 15/05/22, transfert -2 MW 17/01/24",19.94 k€/MW,,0.0,0.0,,, > 15.0MW,0.8,72.0,,2.0,6.2,21.0,90.0,,9.6,14.8,61.6,,,,,43,41.040000000000006,29.0,47,32.648,32.648,"48.038113653883094, -1.3828218295208092",48.038113653883094,-1.3828218295208092
DOUAR,DOUARNENEZ,BRETAGNE,96%,156427.97,6800071.0,8.2,0.9,4.8,3.4,1.1,13.9,"Transfert de +7 MW le 22/05/2017, transfert de +1 MW le 26/05/2020, transfert +0,9 MW 15/05/22, transfert +4 MW 17/01/24",19.94 k€/MW,,0.0,1.2,,, > 15.0MW,3.2,56.0,,2.0,6.1,21.0,62.0,,2.4,13.7,56.4,,,,,54,25.76,18.2,32,38.352,25.76,"48.07463926389024, -4.309528538737422",48.07463926389024,-4.309528538737422
DOUDO,DOUDOYE,BOURGOGNE-FRANCHE-COMTé,61%,727157.2,6675960.5,0.7,9.2,14.0,3.4,9.2,23.9,Transfert de capacité notifié le 19/07/2024 de 4.7 MW  et  Notifié le 06/12/2024 : +1.2 MW,72.71 k€/MW,,0.0,0.0,,0.0, <= 0.0MW,8.2,20.0,,1.0,1.9,20.0,63.0,,9.2,21.0,9.3,,,,,47,10.6,33.6,100,0.0,0.0,"47.18368095514519, 3.3589412784789974",47.18368095514519,3.3589412784789974
DOULL,DOULLENS,HAUTS-DE-FRANCE,54%,652653.9,7005580.5,0.2,2.2,8.2,4.4,12.0,10.6,!,75.29 k€/MW,0.0,0.0,0.0,,0.0, <= 0.0MW,8.2,72.0,,2.0,6.4,15.0,90.0,,12.0,20.4,62.0,,,,,44,40.32000000000001,36.8,59,25.42,25.42,"50.14663502961335, 2.338403656833834",50.14663502961335,2.338403656833834
DOULO,DOULON,PAYS-DE-LA-LOIRE,24%,359373.62,6691024.5,0.2,0.0,17.8,1.6,0.0,18.0,!,45.09 k€/MW,,0.0,18.0,,0.0,,17.8,80.0,,2.0,8.9,21.0,227.0,,0.0,18.0,87.3,,,,,55,36.0,19.6,22,68.094,36.0,"47.22844852146909, -1.49671929647207",47.22844852146909,-1.49671929647207
DOUV6,DOUVRES,BASSE-NORMANDIE,83%,453044.34,6913910.5,0.5,0.2,0.0,2.1,1.0,0.5,,11.94 k€/MW,,0.0,0.3,,0.0, > 15.0MW,0.0,72.0,,2.0,6.9,21.0,89.0,,1.0,1.3,75.8,,,,,47,38.16,4.4,5,72.00999999999999,38.16,"49.27693528841053, -0.39410392245926945",49.27693528841053,-0.39410392245926945
DOUVA,DOUVAINE,AUVERGNE-RHONE-ALPES,41%,954405.1,6582622.0,1.0,0.3,17.9,5.5,1.2,19.2,--,41.11 k€/MW,,0.0,19.0,Sans Objet,0.0, > 15.0MW,17.9,72.0,,2.0,8.3,21.0,63.0,,1.2,20.1,73.6,,,,,57,30.960000000000004,26.8,36,47.104,30.960000000000004,"46.29570306238081, 6.30570310714957",46.29570306238081,6.30570310714957
DOUVR,DOUVRIN,HAUTS-DE-FRANCE,54%,689094.8,7045769.5,0.1,1.1,36.7,1.9,1.1,37.9,!,75.29 k€/MW,0.0,0.0,0.0,,0.0, > 15.0MW,36.7,276.0,,3.0,10.5,21.0,227.0,,1.1,37.9,283.5,,,,,19,223.56,40.9,14,243.81,223.56,"50.5091883688818, 2.8463447149736516",50.5091883688818,2.8463447149736516
DRAGU,DRAGUIGNAN,PROVENCE-ALPES-COTE-D'AZUR,17%,978386.1,6277288.5,0.3,0.5,42.2,3.6,0.5,43.0,_,76.07 k€/MW,,0.0,43.0,,, <= 0.0MW,42.1,72.0,,2.0,7.1,21.0,63.0,,0.5,43.0,74.9,,,,,49,36.72,47.1,62,28.462000000000003,28.462000000000003,"43.53991354872149, 6.444246594555587",43.53991354872149,6.444246594555587
DREUX,DREUX,CENTRE,91%,581031.44,6850665.0,0.3,0.9,0.3,1.0,0.9,1.5,2024-10-01 : +0.5 MW depuis POIRIER,62.75 k€/MW,,0.0,0.5,,, > 15.0MW,0.2,102.0,,3.0,4.0,15.0,89.0,,2.2,2.7,102.8,,,,,19,82.62,4.6,4,98.688,82.62,"48.74501259628311, 1.3819377601035931",48.74501259628311,1.3819377601035931
DRONN,DRONNIERE (LA),BASSE-NORMANDIE,83%,456431.7,6898344.5,2.1,11.9,0.0,5.1,14.9,14.0,,11.94 k€/MW,,0.0,0.0,,0.0, > 15.0MW,0.0,352.0,,5.0,20.3,21.0,227.0,,16.2,18.3,351.1,,,,,28,253.44,38.3,10,315.99,253.44,"49.138724951461946, -0.3389213350287863",49.138724951461946,-0.3389213350287863
DROUG,DROUGES,BRETAGNE,96%,381622.75,6763101.5,15.8,6.5,8.7,12.0,7.1,31.0,"Transfert de -8 MW le 29/01/2019, transfert de -6 MW le 16/12/2019, transfert +9 MW 15/05/22, adaptation +36 MW 16/12/22, transfert -22 MW 17/01/24",19.94 k€/MW,,0.0,36.0,,, > 15.0MW,1.4,30.0,,1.0,4.3,21.0,90.0,Mutation d'un transformateur,7.1,24.2,15.2,,,,,71,8.700000000000001,43.3,100,0.0,0.0,"47.891015623014454, -1.2623661910199482",47.891015623014454,-1.2623661910199482
DRULI,DRULINGEN,GRAND-EST,78%,1008261.1,6870297.5,0.9,1.8,0.0,5.5,1.8,2.0,28/12/2023 : -5 MW.. 18/11/2024 : +0.01 MW,81.82 k€/MW,Non,0.0,2.0,.,0.0, > 15.0MW,4.3,40.0,,2.0,3.9,21.0,63.0,,3.1,8.2,35.3,,,,,48,20.8,15.5,43,20.121,20.121,"48.858923923962024, 7.203502899003452",48.858923923962024,7.203502899003452
DRUME,DRUMETTAZ,AUVERGNE-RHONE-ALPES,41%,926835.6,6509499.5,0.5,0.3,13.5,3.3,0.7,14.3,--,41.11 k€/MW,,0.0,14.1,Sans Objet,0.0, > 15.0MW,13.5,72.0,,2.0,5.8,20.0,63.0,,0.7,14.7,73.9,,,,,40,43.2,18.7,25,55.425,43.2,"45.64732101334463, 5.9129185175850205",45.64732101334463,5.9129185175850205
DUGNY,DUGNY,GRAND-EST,78%,874721.9,6893986.0,1.7,2.9,0.0,3.0,3.7,2.5,Non,81.82 k€/MW,Non,0.0,0.6,.,0.0, de 0.0MW é 15.0MW,12.9,56.0,,2.0,6.7,21.0,62.0,,3.7,18.2,56.0,,,,,59,22.96,24.9,44,31.360000000000003,22.96,"49.12196329010328, 5.3940613018403205",49.12196329010328,5.3940613018403205
DUNIE,DUNIERES,AUVERGNE-RHONE-ALPES,41%,805032.7,6458253.5,1.3,1.9,11.0,5.2,1.9,14.2,Trsf -10 MW le 11/07/24. Trsf de -36 MW le 30/09/24 associéàun Trsf de travaux,41.11 k€/MW,,0.0,22.5,Sans Objet,0.0, <= 0.0MW,10.9,72.0,,2.0,5.8,21.0,63.0,Ajout d'un transformateur de 36 MVA,1.9,14.2,70.7,,,,,40,43.2,21.299999999999997,30,49.49,43.2,"45.21531252759645, 4.337000050861173",45.21531252759645,4.337000050861173
DURAN,DURANNE(LA),PROVENCE-ALPES-COTE-D'AZUR,17%,890635.06,6267981.5,0.4,1.7,99.9,4.6,2.1,102.0,_,76.07 k€/MW,,0.0,101.9,,0.0,,99.9,140.0,,2.0,11.1,21.0,227.0,,2.4,102.7,144.1,,,,,39,85.39999999999999,109.4,75,36.025,36.025,"43.48541509672918, 5.355328116836573",43.48541509672918,5.355328116836573
DURRE,LA DURRE,AUVERGNE-RHONE-ALPES,41%,668561.5,6587515.0,2.4,59.2,23.0,7.4,59.2,84.6,Trsf de -36MW et Trsf de travaux le 01/12/2022. Trsf + 7MW le 04/07/23. Trsf + 10MW le 28/11/23. Trsf de +36 MW le 30/09/24 associé au Trsf de création d'un TR de 36 MVA,41.11 k€/MW,,0.0,0.0,Augmentation de transit des liaisons 63kV MONTLUCON DURRE et MONTLUCON ZDURRE. Renforcement de la liaison 225kV Eguzon Montlucon,0.0, <= 0.0MW,23.0,72.0,,2.0,9.0,21.0,63.0,Ajout d'un transformateur de 36 MVA,59.2,84.6,14.5,,,,,62,27.36,151.2,100,0.0,0.0,"46.3867633159032, 2.590621946310027",46.3867633159032,2.590621946310027
E.BOT,ENCO-DE-BOTTE,PROVENCE-ALPES-COTE-D'AZUR,17%,901322.3,6250016.5,0.2,0.7,20.1,3.9,0.7,21.0,_,76.07 k€/MW,,0.0,20.8,,0.0, <= 0.0MW,20.0,180.0,,3.0,13.1,21.0,227.0,,0.7,21.0,188.5,,,,,36,115.2,25.6,13,163.995,115.2,"43.32087446088013, 5.480838181245698",43.32087446088013,5.480838181245698
E.FOR,EPINES-FORTES,CENTRE,91%,529942.1,6701346.0,1.4,0.9,0.7,2.9,0.9,3.0,2023-08-21 : +1 MW depuis CHATILLON (-SUR INDRE) | 2024-02-22 : +1 MW depuis GARDES (LES),62.75 k€/MW,,0.0,0.0,,, > 15.0MW,0.7,72.0,,2.0,10.5,21.0,89.0,,0.9,3.0,78.6,,,,,72,20.160000000000004,6.8,8,72.312,20.160000000000004,"47.39073571654284, 0.7452803979003277",47.39073571654284,0.7452803979003277
E.JAC,EN-JACCA,OCCITANIE,35%,564937.0,6280900.0,0.1,6.3,3.6,1.6,6.5,10.0,04/2024 : +5MW de LEGUEVIN- 7/2024: +4MW de LEGUEVIN,81.6 k€/MW,,0.0,0.7,-,0.0, > 15.0MW,0.0,36.0,,1.0,2.8,21.0,63.0,Création d'un poste source 63/20 kV et Création d'un transformateur 36 MVA,6.5,10.2,30.7,,,,,38,22.32,18.299999999999997,59,12.587000000000002,12.587000000000002,"43.59620453196912, 1.3100178081861884",43.59620453196912,1.3100178081861884
E.LES,EYGUN-LESCUN,NOUVELLE-AQUITAINE,77%,405106.9,6211623.0,0.1,0.2,0.8,0.2,0.2,1.1,.,89.94 k€/MW,,0.0,0.0,.,0.0, <= 0.0MW,0.7,10.0,,1.0,1.3,21.0,63.0,,0.2,1.1,10.8,,,,,65,3.5,1.5,13,9.396,3.5,"42.94349500081672, -0.6112295531793136",42.94349500081672,-0.6112295531793136
E.RHO,ETOILE-SUR-RHONE,AUVERGNE-RHONE-ALPES,41%,852594.0,6416023.0,2.1,5.6,25.3,10.8,5.6,33.0,--,41.11 k€/MW,,0.0,4.9,Création d'un poste 400/225kVàLogisneuf,0.0, <= 0.0MW,2.4,40.0,,1.0,4.3,20.0,225.0, ,5.6,33.0,27.9,,,,,53,18.799999999999997,49.4,100,0.0,0.0,"44.82657326608899, 4.930688398938784",44.82657326608899,4.930688398938784
ECHEL,LES ECHELLES,AUVERGNE-RHONE-ALPES,41%,914514.6,6486334.0,0.7,1.1,10.5,4.3,2.4,12.3,--,41.11 k€/MW,,0.0,11.9,Sans Objet,0.0, > 15.0MW,10.5,72.0,,2.0,6.6,21.0,63.0,,4.8,16.0,69.5,,,,,45,39.6,22.7,32,47.26,39.6,"45.4432645260102, 5.744047784072083",45.4432645260102,5.744047784072083
ECOMM,ECOMMOY,PAYS-DE-LA-LOIRE,24%,494702.72,6750805.0,0.7,2.0,9.3,5.0,3.8,12.0,!,45.09 k€/MW,,0.0,12.0,,, > 15.0MW,9.3,72.0,,2.0,5.6,21.0,90.0,,3.8,13.8,68.8,,,,,38,44.64,22.6,32,46.78399999999999,44.64,"47.82527796304359, 0.25578252582582267",47.82527796304359,0.25578252582582267
ECRAI,ECRAINVILLE,HAUTE-NORMANDIE,97%,507017.9,6952547.0,1.2,15.5,5.3,2.6,15.6,22.0,,12.40 k€/MW,,0.0,7.2,,0.0, > 15.0MW,0.0,36.0,,1.0,4.7,21.0,89.0,,15.6,4.1,22.5,,,,,65,12.6,22.299999999999997,99,0.2250000000000002,0.2250000000000002,"49.6426417919999, 0.329130936662709",49.6426417919999,0.329130936662709
